Time,AX,AY,AZ,GX,GY,GZ,Temp,,,,,spped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006,2.56,9.27,-2.03,20.29,-19.02,-19.68,18.31,,,32,,0.32736,52.08253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,0.51,9.39,-2.54,17.48,-72.58,-26.24,18.32,,,36,,0.29664,52.37917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,0.41,10.36,-2.28,17.47,90.32,-37.45,18.33,,,32,,0.33804,52.71721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,2.98,9.64,-2.39,15.28,73.95,-42.66,18.31,,,32,,0.33152,53.04873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,2.44,9.6,-2.44,13.16,7.34,-45.59,18.33,,,32,,0.30848,53.35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6170,1.09,10.3,-2.28,10.24,17.74,-49.05,18.32,,,33,,0.3072,53.66441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,2.22,10.29,-2.32,8.38,40.78,-50.35,18.34,,,32,,0.3399,54.00431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235,-1.2,10.87,-2.33,4.15,38.47,-48.78,18.31,,,32,,0.32928,54.33359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6267,-0.8,10.47,-3.16,3.19,97.08,-45.53,18.3,,,33,,0.34784,54.68143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,0.13,10.04,-4,-1.01,107.6,-41.63,18.33,,,32,,0.34551,55.02694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332,0.86,9.11,-4.57,-8.02,91.36,-39.5,18.32,,,32,,0.32128,55.34822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,1.41,8.52,-4.98,-16.78,77.68,-38.29,18.33,,,33,,0.29152,55.63974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397,0.54,9.73,-4.62,-26.08,28.89,-35.6,18.31,,,35,,0.28116,55.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,0.62,9.54,-3.51,-35.92,37.31,-32.52,18.33,,,32,,0.34055,56.26145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,-0.03,11.18,-3.56,-41.6,11.39,-26.87,18.31,,,33,,0.30528,56.56673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6497,0.23,10.73,-3.13,-49.63,-4.14,-20.58,18.33,,,32,,0.36894,56.93567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,-0.99,10.19,-2.86,-54.49,-2.32,-12.96,18.33,,,32,,0.34336,57.27903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561,-0.27,10.22,-2.41,-58.08,11.34,-6.23,18.33,,,59,,0.32608,57.60511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620,-0.46,9.88,-0.91,-57.3,24.14,4,18.35,,,33,,0.60298,58.20809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,-0.73,10.37,0.45,-51.77,3.04,11.01,18.34,,,32,,0.32604,58.53413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,-1.44,9.23,-0.21,-42.14,38.92,16.84,18.33,,,32,,0.33184,58.86597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,-0.4,8.97,-0.82,-34.99,93.79,18.18,18.35,,,33,,0.29536,59.16133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,0.41,9.27,-1.25,-31.07,35.07,24.29,18.35,,,35,,0.29601,59.45734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6785,-0.18,8.52,-1.59,-26.63,1.19,31.27,18.33,,,33,,0.32445,59.78179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6818,-0.82,8.53,-0.14,-19.13,-12.27,39.33,18.36,,,32,,0.28116,60.06295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6850,-1.87,8.22,-0.17,-8.53,5.92,48.55,18.35,,,32,,0.27296,60.33591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6882,-2.39,6.92,-1.12,1.73,47.88,60.82,18.34,,,33,,0.26304,60.59895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6915,-1.41,6.61,-1.03,8.32,19.83,75.94,18.35,,,32,,0.22836,60.82731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947,-0.91,6.84,-0.53,17.44,20.63,86.55,18.34,,,32,,0.21152,61.03883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6979,0.42,7.69,-0.44,25.21,69.48,91.5,18.34,,,33,,0.21888,61.25771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,-0.37,6.11,-1.14,29.86,67.37,96.82,18.34,,,32,,0.25377,61.51148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7044,1.01,7.26,0.03,33.28,119.66,97.56,18.34,,,60,,0.19552,61.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7104,4.99,8.66,-0.39,34.32,92.6,88.37,18.34,,,35,,0.4356,62.1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7139,4.27,9.62,0.89,43.62,47.47,72.14,18.36,,,33,,0.3031,62.4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,5.92,10.41,5.04,65.47,20.63,51.63,18.34,,,32,,0.31746,62.76316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,3.86,9.16,-0.97,80.24,139.4,30.9,18.35,,,32,,0.33312,63.09628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,5.86,8.95,-2.48,80.63,112.03,18.99,18.36,,,33,,0.29312,63.3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7269,5.85,8.92,-2.38,78.21,29.39,9.1,18.34,,,32,,0.29535,63.68475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,5.21,9.24,-2.53,76.4,11.28,-2.41,18.34,,,32,,0.28544,63.97019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7333,4.55,8.34,-2.97,74.2,-4.5,-11.88,18.34,,,33,,0.29568,64.26587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7366,4.3,8.06,-2.23,71.51,-5.91,-19.39,18.35,,,32,,0.27522,64.54109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7398,3.99,9.6,-1.3,65.85,9.16,-22.96,18.34,,,32,,0.25792,64.79901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7430,5.02,8.55,-1.77,62.55,-4.38,-27.1,18.33,,,32,,0.3072,65.10621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462,5.57,7.45,-4.92,57.36,-69.11,-29.95,18.34,,,36,,0.2736,65.37981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498,3.02,8.31,-1.46,51.56,-52.26,-34.27,18.34,,,32,,0.2682,65.64801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7530,4.68,7.98,-6.3,50.34,-23.91,-33.05,18.34,,,33,,0.26592,65.91393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7563,2.55,7,-6.07,44.41,-67.05,-21.91,18.33,,,32,,0.26334,66.17727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7595,0.78,8.59,-4.98,40.17,-114.31,-8.09,18.36,,,32,,0.224,66.40127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627,0.11,9.71,-5.45,42.2,30.14,-8.18,18.32,,,33,,0.27488,66.67615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,2.75,6.37,-6.57,41.02,-12.11,-1.6,18.34,,,32,,0.32043,66.99658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7692,1.92,7.13,-6.84,40.92,-80.12,1.08,18.36,,,32,,0.20384,67.20042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7724,1.13,6.15,-8.85,42.02,-8.61,-0.87,18.35,,,33,,0.22816,67.42858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757,0.99,5.63,-8.54,44.95,36.72,2.02,18.35,,,32,,0.20295,67.63153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7789,1.26,5.65,-7.1,49.02,-23.19,9.69,18.34,,,36,,0.18016,67.81169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825,1.59,5.66,-5.92,56.56,-90.12,18.89,18.35,,,32,,0.2034,68.01509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,1.15,4.42,-7.72,64.55,-174.73,27.94,18.36,,,32,,0.18112,68.19621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,0.67,5.27,-6.9,77.01,-145.59,34.9,18.36,,,33,,0.14144,68.33765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922,0.4,4.52,-7.04,91.37,-112.56,44.18,18.36,,,32,,0.17391,68.51156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,-0.37,4.15,-7.22,108.69,-92.23,54.78,18.36,,,32,,0.14464,68.6562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7986,0.06,2.62,-7.4,125.07,-18.55,62.72,18.36,,,33,,0.1328,68.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019,-0.21,1.49,-7.22,136.78,-63.57,70.12,18.36,,,32,,0.08646,68.87546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051,-0.56,2.03,-7.2,149.8,-50.18,70.9,18.36,,,32,,0.04768,68.92314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8083,0.96,-0.11,-7.24,156.61,-38.5,67.42,18.35,,,33,,0.06496,68.9881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8116,1.46,-0.21,-7.75,157.33,-11.3,61.21,18.36,,,32,,-0.00363,68.98447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,1.66,0.36,-8.35,156.12,-70.56,52.67,18.34,,,36,,-0.00672,68.97775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8184,0.58,-0.16,-9.44,154.5,-50.58,36.73,18.35,,,32,,0.01296,68.99071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8216,0.83,0.34,-9.27,151.5,-47.68,26.29,18.34,,,32,,-0.00512,68.98559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,1.6,0.27,-9.9,148.14,-12.4,17.59,18.35,,,33,,0.01088,68.99647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8281,1.53,-1.03,-10.99,143.39,38.08,12.93,18.36,,,39,,0.00891,69.00538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,1.31,-1.92,-9.67,136.78,88.64,14.53,18.34,,,33,,-0.04017,68.96521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8353,1.99,-4.36,-11.45,129.47,99.95,19.6,18.35,,,32,,-0.06336,68.90185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,2.64,-5.37,-13.05,117.31,110.67,24.52,18.35,,,32,,-0.13952,68.76233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,2.21,-5.42,-12.05,102.92,71.56,29.24,18.34,,,33,,-0.17184,68.59049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8450,3.09,-5.61,-12.45,88.5,69.48,32.17,18.36,,,32,,-0.17886,68.41163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8482,4.25,-6.74,-13.72,71.02,26.26,35.8,18.35,,,36,,-0.17952,68.23211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8518,3.81,-7.22,-13.18,51.37,13.33,37.6,18.35,,,32,,-0.24264,67.98947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,3.63,-7.1,-11.96,35.34,23.65,40.21,18.36,,,32,,-0.23104,67.75843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,2.8,-7.69,-11.92,21.86,-33.25,43.48,18.36,,,33,,-0.2272,67.53123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,2.29,-7.3,-12.79,10.21,-38.09,43.22,18.34,,,32,,-0.25377,67.27746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647,1.44,-7.94,-12.56,-1.05,-91.97,42.53,18.36,,,32,,-0.2336,67.04386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,0.67,-7.43,-10.95,-11.07,-79.07,38.37,18.36,,,33,,-0.25408,66.78978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,0.37,-6.73,-10.81,-19.71,-37.97,31.88,18.36,,,32,,-0.24519,66.54459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8744,0.25,-6.6,-11.1,-27.15,-15.19,24.85,18.37,,,32,,-0.21536,66.32923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8776,0.32,-6.46,-11.32,-34.72,9.97,16.76,18.36,,,33,,-0.2112,66.11803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809,0.74,-5.64,-11.04,-41.54,31.62,8.15,18.36,,,35,,-0.21318,65.90485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8844,0.31,-5.62,-10.72,-48.05,9.68,1.19,18.37,,,33,,-0.1974,65.70745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8877,-0.41,-3.96,-11.14,-51.27,28.55,-6.63,18.37,,,32,,-0.18546,65.52199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8909,0.65,-3.47,-10.24,-49.27,10.55,-17.13,18.36,,,32,,-0.12672,65.39527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8941,1.4,-3.84,-10.6,-50.4,-13.51,-22.92,18.36,,,33,,-0.11104,65.28423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974,0.79,-3.7,-10.4,-51.91,13.95,-27.65,18.37,,,32,,-0.12672,65.15751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,0.62,-3.85,-10.78,-52.53,46.32,-32.17,18.37,,,32,,-0.1184,65.03911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,1.22,-3.33,-10.94,-52.14,49.18,-34.58,18.36,,,33,,-0.1232,64.91591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9071,1.09,-3.52,-11.11,-51.07,39.54,-34.41,18.38,,,32,,-0.10989,64.80602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9103,1.11,-3.1,-12.17,-50.18,34.66,-32.49,18.37,,,32,,-0.11264,64.69338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9135,1.21,-2.92,-12.16,-49.34,-10.35,-26.67,18.38,,,36,,-0.0992,64.59418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,1.52,-3.23,-11.08,-48.58,-35.8,-19.92,18.36,,,32,,-0.10512,64.48906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9203,1.76,-3.15,-10.92,-47.1,-32.49,-14.9,18.37,,,33,,-0.10336,64.3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9236,1.48,-3.15,-11.27,-45.88,-4.46,-12.23,18.38,,,32,,-0.10395,64.28175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,2.21,-2.92,-13.01,-45.08,-5.47,-9.18,18.36,,,32,,-0.1008,64.18095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,1.86,-2.77,-12.33,-44.75,-10.37,-6.17,18.38,,,33,,-0.09344,64.08751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,1.7,-2.74,-12.57,-43.36,11.62,-4.32,18.39,,,32,,-0.09141,63.9961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9365,1.02,-2.4,-12.07,-41.77,21.77,-1.77,18.39,,,33,,-0.08768,63.90842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9398,1.39,-2.49,-12.08,-40.61,13.28,0.79,18.36,,,32,,-0.0792,63.82922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9430,0.91,-1.73,-12.04,-40.49,-0.76,3.34,18.36,,,32,,-0.07968,63.74954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9462,0.88,-1.09,-11.71,-40.26,29.48,3.37,18.37,,,36,,-0.05536,63.69418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,0.96,-0.94,-11.78,-41.31,29.53,3.37,18.36,,,32,,-0.03924,63.65494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,2.82,-0.2,-9.8,-43.44,9.8,3.89,18.38,,,33,,-0.03008,63.62486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,-0.31,-0.23,-11.23,17.07,-93.28,7.33,18.37,,,32,,-0.0066,63.61826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9595,1,-1.01,-8.03,20.44,1.57,4.02,18.36,,,32,,-0.00736,63.6109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9627,1.68,-0.07,-17.78,-18.03,-23.05,4.64,18.37,,,33,,-0.03232,63.57858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660,1,-0.52,-5.51,9.74,-55.69,4.56,18.39,,,32,,-0.00231,63.57627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9692,1.17,0.77,-4.3,4.52,-40.78,1.82,18.39,,,32,,-0.01664,63.55963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9724,-1.11,-0.08,-1.77,1.19,-36.43,3.02,18.39,,,33,,0.02464,63.58427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9757,0.65,0.18,-9.95,2.52,-12.89,0.99,18.37,,,32,,-0.00264,63.58163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789,-1.71,-1.11,-8.99,-4.11,-2.99,0.17,18.37,,,36,,0.00576,63.58739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,0.24,-0.6,-8.33,-1.89,40.31,0.41,18.38,,,32,,-0.03996,63.54743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9857,0.55,-0.47,-12.79,-0.64,42,0.03,18.38,,,32,,-0.0192,63.52823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889,0.86,-0.24,-11.56,-0.79,42.38,-0.06,18.38,,,33,,-0.01504,63.51319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922,1.04,-0.36,-11.73,-1.18,43.42,-0.02,18.38,,,32,,-0.00792,63.50527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,1.16,-0.38,-11.08,-0.82,46.67,-0.11,18.37,,,32,,-0.01152,63.49375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986,1.39,-0.4,-10.94,-0.64,51.79,-0.23,18.39,,,33,,-0.01216,63.48159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019,1.74,-0.35,-11.4,-0.6,55.08,-0.38,18.37,,,32,,-0.0132,63.46839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051,2.02,-0.36,-11.28,-0.63,58.09,-0.41,18.39,,,33,,-0.0112,63.45719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084,2.31,-0.38,-11.07,-0.55,63.08,-0.58,18.37,,,32,,-0.01188,63.44531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116,2.7,-0.39,-11.05,-0.43,68.29,-0.75,18.4,,,36,,-0.01216,63.43315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,3.15,-0.42,-11.08,-0.58,72.69,-0.87,18.38,,,32,,-0.01404,63.41911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184,3.56,-0.38,-10.86,-0.85,75.08,-1.01,18.39,,,32,,-0.01344,63.40567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10216,3.92,-0.37,-10.78,-0.79,77.82,-1.11,18.38,,,33,,-0.01216,63.39351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249,4.54,-0.37,-10.59,-0.81,77.59,-1.01,18.38,,,32,,-0.01221,63.3813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10281,4.84,-0.42,-10.4,-0.5,73.5,-0.87,18.39,,,32,,-0.01184,63.36946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10313,4.77,-0.37,-10.27,-0.44,77.37,-0.98,18.38,,,33,,-0.01344,63.35602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346,4.71,-0.38,-10.13,-0.21,93.83,-1.37,18.39,,,32,,-0.01221,63.34381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10378,4.63,-0.38,-9.93,0.15,126.9,-2.34,18.39,,,32,,-0.01216,63.33165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410,4.52,-0.37,-9.47,0.63,178.75,-3.83,18.39,,,33,,-0.01216,63.31949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,4.17,-0.37,-8.46,1.28,257.77,-6.27,18.4,,,35,,-0.01221,63.30728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10478,3.1,-0.32,-6.04,2.44,395.71,-10.15,18.37,,,33,,-0.01295,63.29433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10511,7.22,-0.23,-7.44,7.86,466.53,-9.91,18.39,,,32,,-0.01056,63.28377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10543,10.25,-0.47,-1.75,5.98,500.26,-13.97,18.37,,,33,,-0.00736,63.27641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10576,18.6,-0.12,0.83,8.98,500.26,-15.39,18.39,,,32,,-0.01551,63.2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10608,-2.35,-0.75,3.62,5.05,115.27,-4.99,18.38,,,32,,-0.00384,63.25706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,12.48,0.07,13.38,-7.95,-84.84,14.66,18.39,,,33,,-0.024,63.23306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10673,9.73,-0.54,4.18,-0.93,-0.27,1.73,18.39,,,32,,0.00231,63.23537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705,10.08,-0.23,2.01,-1.31,1.22,1.15,18.38,,,32,,-0.01728,63.21809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737,10.1,-0.23,2.07,-1.34,1.36,1.13,18.39,,,33,,-0.00736,63.21073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10770,10.08,-0.22,2.09,-1.31,1.42,1.13,18.38,,,32,,-0.00759,63.20314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10802,10.08,-0.2,2.1,-1.31,1.54,1.16,18.39,,,36,,-0.00704,63.1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10838,10.08,-0.22,2.08,-1.31,1.48,1.1,18.4,,,32,,-0.0072,63.1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10870,10.09,-0.21,2.08,-1.31,1.54,1.1,18.39,,,32,,-0.00704,63.18186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10902,10.11,-0.24,2.08,-1.31,1.54,1.13,18.39,,,33,,-0.00672,63.17514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935,10.08,-0.21,2.07,-1.3,1.53,1.15,18.38,,,32,,-0.00792,63.16722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10967,10.07,-0.22,2.08,-1.31,1.54,1.13,18.39,,,32,,-0.00672,63.1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10999,10.08,-0.23,2.06,-1.3,1.56,1.13,18.39,,,33,,-0.00704,63.15346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11032,10.09,-0.22,2.02,-1.3,1.51,1.15,18.39,,,32,,-0.00759,63.14587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11064,10.08,-0.2,2.08,-1.27,1.57,1.16,18.39,,,32,,-0.00704,63.13883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11096,10.08,-0.22,2.05,-1.27,1.56,1.11,18.39,,,33,,-0.0064,63.13243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11129,10.07,-0.22,2.06,-1.27,1.59,1.13,18.4,,,35,,-0.00726,63.12517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11164,10.08,-0.22,2.08,-1.27,1.57,1.11,18.41,,,32,,-0.0077,63.11747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196,10.1,-0.21,2.07,-1.27,1.51,1.15,18.4,,,33,,-0.00704,63.11043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11229,10.07,-0.21,2.04,-1.25,1.56,1.16,18.39,,,32,,-0.00693,63.1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11261,10.08,-0.22,2.08,-1.28,1.5,1.13,18.42,,,32,,-0.00672,63.09678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11293,10.08,-0.23,2.03,-1.3,1.51,1.16,18.41,,,32,,-0.00704,63.08974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11325,10.07,-0.23,2.04,-1.31,1.54,1.15,18.39,,,32,,-0.00736,63.08238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11357,10.07,-0.2,2.06,-1.31,1.56,1.15,18.4,,,33,,-0.00736,63.07502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11390,10.08,-0.22,2.05,-1.3,1.53,1.11,18.4,,,32,,-0.0066,63.06842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11422,10.08,-0.23,2.04,-1.33,1.53,1.11,18.4,,,32,,-0.00704,63.06138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11454,10.08,-0.21,2.08,-1.28,1.54,1.13,18.4,,,32,,-0.00736,63.05402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11486,10.07,-0.22,2.03,-1.28,1.51,1.13,18.39,,,36,,-0.00672,63.0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11522,10.06,-0.23,2.07,-1.25,1.59,1.11,18.39,,,32,,-0.00792,63.03938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11554,10.06,-0.23,2.03,-1.28,1.57,1.13,18.4,,,32,,-0.00736,63.03202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
